LAMMPS data file via write_data, version 2 Apr 2025, timestep = 50000, units = metal

2304 atoms
2 atom types

0.6408468547312669 21.93115314526853 xlo xhi
1.5679545474965835 58.62404545250406 ylo yhi
0.5959001900561809 21.976099809944145 zlo zhi

Masses

1 58.6934
2 51.9961

Atoms # atomic

413 1 4.557539272692274 5.3378336103778175 3.692267864379826 0 0 0
26 1 2.9614964194528195 5.741254783568927 1.3631804839619641 0 0 0
387 1 2.924226357347665 3.643592727240846 3.280125740886074 0 0 0
8 1 4.59092106799122 3.8665697309850096 1.5940189562672933 0 0 0
4 1 1.260409834990579 3.5776079571130475 1.4949648659354926 0 0 0
1157 1 4.454487542877947 1.905957723315602 10.53796592285639 0 0 0
389 1 4.5059718187642925 1.8995108209783742 3.245639140412611 0 0 0
393 1 8.784590079796867 2.172595648064399 3.220765702387618 0 0 0
417 1 7.934251725084144 5.884426406070129 3.507878764136539 0 0 0
30 1 6.216355791362695 5.579399127784237 1.7853205415052211 0 0 0
391 1 6.246378508929042 3.821067700417017 3.4486469613291253 0 0 0
12 1 8.350364467672811 4.0444737755420235 1.634910872219032 0 0 0
6 1 6.626449520954667 2.215584134178056 1.7402164806228204 0 0 0
1921 1 0.7145199543104681 1.9503553941152088 17.446735339131752 0 0 0
395 1 10.389082206695248 3.9884473040568684 3.301091296914371 0 0 0
421 1 11.63504232251633 5.961689186861936 3.5272887037425353 0 0 0
34 1 9.638929912961846 5.975537100566202 1.8876959641226425 0 0 0
16 1 11.759447489554958 3.722659548722289 1.2341739442423685 0 0 0
38 1 13.033690818395513 5.567010278706853 1.6331309307150295 0 0 0
399 1 13.307672671969181 3.7208113749507548 3.514196694051278 0 0 0
2015 1 20.156386237493777 14.564850547564632 17.51831022077991 0 0 0
10 1 9.93055660977519 1.9755912677548308 1.3809375359230818 0 0 0
14 1 13.2628349393496 1.8655087529823848 1.6296089293839138 0 0 0
1549 1 11.726522153827256 2.0830916731564253 13.91152900570753 0 0 0
425 1 14.760757264622224 5.385464940408397 3.614721312117673 0 0 0
42 1 16.39977216921244 5.532920701873007 1.8068497765128273 0 0 0
403 1 16.683025680597822 3.7837366853584213 3.6888788060368323 0 0 0
20 1 14.655654272731612 3.8167186431275133 1.7586011806289397 0 0 0
1550 1 13.157438391594182 2.0991186150915406 15.848879761529242 0 0 0
409 1 1.3370952926101716 5.757457515242623 3.0907437711743553 0 0 0
429 1 18.823356043117606 5.042433361740155 3.4200608329798787 0 0 0
46 1 20.57794222950563 5.700682953377576 1.7695901958020097 0 0 0
407 1 20.71324804238931 3.6503857477564927 3.0442190077114826 0 0 0
24 1 18.403801798260382 3.8835251843845913 1.3779972185595173 0 0 0
22 1 19.994288751924728 1.9954087396633704 1.5753497194792843 0 0 0
2 1 2.994938782531541 1.818147485262825 1.4889235190413774 0 0 0
437 1 4.359652958729429 9.18580220628209 3.2625077651337193 0 0 0
50 1 2.7674899913007938 9.04054710024662 1.519798800484907 0 0 0
411 1 3.0813426668402912 7.22742264173785 3.5310475217461104 0 0 0
435 1 2.721969883496395 10.969744846699655 3.7021650848774805 0 0 0
32 1 4.684775403053221 7.4057694014017175 1.5566858344762875 0 0 0
28 1 0.9769855073425608 7.308111092983922 1.5699275272847224 0 0 0
56 1 4.454511868285589 10.904417184308631 1.6216954523685905 0 0 0
52 1 0.9277255204599011 10.84386741895917 1.534033152849552 0 0 0
441 1 7.897357637807215 9.087714003201995 3.4999165108046157 0 0 0
54 1 6.333579910241279 9.390734911734482 1.50608589259785 0 0 0
415 1 5.752514936445982 7.325053852232935 3.79105851329937 0 0 0
36 1 7.89416953408212 7.61940167377127 1.4705022947697022 0 0 0
60 1 7.844868002734654 11.316635380388245 1.2203333951035793 0 0 0
419 1 9.69319617859518 7.778607386291249 3.3166341893199274 0 0 0
443 1 9.460961671913143 11.121218221964156 3.545455736730487 0 0 0
58 1 9.52161911521809 9.283957168225372 1.7436393660872644 0 0 0
40 1 11.542318631205289 7.725363704970032 1.7375537233054037 0 0 0
445 1 11.3869417022966 9.495965663448125 3.476957259832726 0 0 0
64 1 11.322749963624592 10.747180435252293 1.314544810081283 0 0 0
62 1 12.990877843714923 9.201106658841242 1.9973552370719976 0 0 0
423 1 13.318202669366316 7.56597339363359 3.404015282520633 0 0 0
447 1 13.40064700664852 11.169557007644944 3.2493492945306133 0 0 0
449 1 14.91557797714689 9.190628578380995 3.7962796341992333 0 0 0
66 1 16.430117227699782 9.080125394612411 1.9229636979718554 0 0 0
427 1 16.804373724264607 7.430768884833872 3.7020167611298365 0 0 0
451 1 16.697766054319878 10.663691365297137 3.3331365844267076 0 0 0
44 1 14.722942005140117 7.503535634794847 1.6454552744978912 0 0 0
68 1 14.823043083285144 10.765793815322002 1.6336840020307934 0 0 0
433 1 1.2213983400295307 8.809768223107184 3.527202785889226 0 0 0
453 1 18.77846893536001 8.868085212359983 3.4925538684319397 0 0 0
70 1 20.25388586245463 9.345420181541694 1.5114357148316078 0 0 0
431 1 20.40056174389317 7.15374306497421 3.271995546364725 0 0 0
48 1 18.490819987596808 7.50856887855567 1.570339110023646 0 0 0
72 1 18.330512864066584 10.365049993509663 1.7532240433294897 0 0 0
455 1 20.501019992763062 10.591467202406939 3.2790277956961207 0 0 0
461 1 4.255908707061579 12.639390390949147 3.2537189437906537 0 0 0
74 1 2.5971734510657565 12.640532634190127 1.425459000283233 0 0 0
459 1 2.6839448770860432 14.306658460497504 3.474787807577585 0 0 0
